,video_id,captioning,categoryID,definition,descrp_length,dislikes_to_views,duration_to_views,likes_to_dislikes,likes_to_views,numVides_on_Channel,popularity,publish_month,subscriber_count,title_length,views_to_daysActive,views_to_subscribers
369,IzuC60WYdEQ,0,17,0,1902,0.000197862020652,0.00141177225547,2.10810810811,0.000417114530024,86,0,7,139,85,103.371475954,0.000743216147573
370,J1SsYIHIGnQ,0,23,0,128,0.000777950655701,0.0300066681485,3.71428571429,0.00288953100689,14,0,8,106,25,2.50850292724,0.0117803956435
371,J296WylB_W4,0,10,0,4640,0.00204783149272,0.0381774299715,1.42857142857,0.00292547356103,76,0,12,6888,50,4.96838662791,0.503693410371
372,J426LAUd6SU,0,22,0,36,0.000299132515704,0.181274304517,31.0,0.00927310798684,7,0,1,16,80,2.08027380212,0.004757656854
373,JEitiXra6eU,0,10,1,848,0.000454752160072,0.0397908140064,20.6666666667,0.00939821130817,4,0,8,132,69,9.40413399857,0.0100015153811
374,JH5DUB7uBgQ,0,1,0,32,0.00219298245614,0.616228070175,7.0,0.015350877193,4,0,1,0,10,0.195456493785,0.0
375,JQM670qVmUg,0,24,1,196,0.000233879723867,0.000765142937684,14.0728476821,0.00329135372992,27,0,5,1063,76,432.728552279,0.00164592868778
376,JQfxfgDEulQ,0,22,0,226,0.00256388158745,0.0010772611712,0.285714285714,0.000732537596414,283,0,8,476,58,14.4053382992,0.0102770715732
377,JTwsgOHOlbU,0,10,1,75,0.000262536098713,0.0472564977684,12.5,0.00328170123392,407,0,4,3285,75,8.06564319746,0.216067209241
378,JUCiqZphIEE,0,23,1,46,0.00165102127459,0.00216991367517,6.85714285714,0.01132128874,24,0,7,3980,66,14.6705882353,0.188301886792
379,JWbGvjxJBnI,0,23,1,1159,0.00355871886121,0.228351126928,6.0,0.0213523131673,416,0,11,14337,56,1.28997704667,8.53143534994
380,JaN8-o-kpIo,0,24,1,632,0.00529311894537,0.00479376810147,2.64150943396,0.0139818236293,388,0,8,4678130,56,7.14194008559,474.621129145
381,JbQRg9nJRsk,0,10,1,259,0.000237085571726,0.000917808539032,30.5378787879,0.00724009045174,613,0,1,22167,62,279.779396985,0.0398835093612
382,Jc-vLYCyeUM,0,10,1,228,0.001414427157,1.02404526167,14.0,0.019801980198,18,0,9,67,31,0.516812865497,0.0947666195191
383,Jgeu9P2YCQk,1,24,1,45,0.0,0.0160230443784,1.0,0.00333063282024,683,0,11,17994,54,8.42867981791,1.61754133717
384,JjAtZjQryw4,0,10,1,188,0.00636748665584,0.00101289935793,0.854214123007,0.00543919702947,49,0,5,44545,44,276.328657315,0.107956769925
385,JnUD7XyEmWs,0,1,0,22,0.0,0.029197080292,1.0,0.0182481751825,900,0,2,13141,4,0.117596566524,48.1313868613
386,Ju6zEoAZvIU,0,23,0,32,0.0021863043648,0.00991645194035,0.607142857143,0.00132739907863,65,0,1,147,16,4.15137763371,0.0115561802139
387,JwAjWIgv5SI,0,24,0,61,9.8218962807e-05,0.0198729701414,51.6666666667,0.00507464641173,22,0,10,4198,49,17.8307063631,0.138232405892
388,JwuK5S2c8b8,0,10,1,1992,0.000577225010005,0.00290921405043,36.32,0.0209648123634,12,0,4,1090,52,69.0393198725,0.00838861610922
389,JwwLFszz-JE,0,24,0,419,0.0017667844523,0.0379858657244,1.75,0.00309187279152,1,0,1,5,50,1.66531813167,0.00110399646721
390,JxUiiOpI9E0,0,24,0,284,0.0,2.5625,1.0,0.00892857142857,21,0,12,6,84,0.0679611650485,0.0535714285714
391,K-VG0w0DpFw,0,10,1,317,0.000136836343732,0.0834701696771,100.0,0.0136836343733,29,0,11,353,31,3.04753961635,0.0482834085624
392,K-doRv6-Ye4,0,23,1,769,0.00229464147713,0.00051916758809,0.922279792746,0.00211630146595,857,0,2,901407,68,129.931513903,3.5984838578
393,K-rYyRjdqSE,0,24,0,422,0.0016713091922,0.099721448468,0.666666666667,0.00111420612813,25,0,7,7,51,0.706971248523,0.00389972144847
394,K0f621GBCr0,0,10,1,109,0.0,1.65448504983,1.0,0.0265780730897,75,0,11,81,16,0.178106508876,0.26821192053
395,K0wO-VNDrTo,0,22,0,24,8.3395880243e-05,0.0138437161204,28.0,0.00233508464682,1,0,1,5,35,4.43618201998,0.000415938773812
396,K2KTs_IavCo,0,23,0,23,0.00376884422111,0.0402010050251,1.0,0.00376884422111,28,0,11,19,52,0.391154791155,0.0238693467337
397,K5uMItTog9Q,0,10,1,292,0.00195392842452,0.0423693953106,9.05263157895,0.0176881941588,306,0,4,20755,58,5.16684378321,2.14009661836
398,KDs0XyaI9LM,0,24,1,43,0.0,2.72727272727,1.0,0.0340909090909,91,0,8,184,47,0.0493273542601,2.09090909091
399,KFvzV91Ryf8,0,10,1,308,0.00186699103279,0.00269440751322,8.75378787879,0.0163432434726,140,0,8,77547,98,100.93076374,0.548248405391
400,KGoluwW1JJI,0,1,0,137,1.8110255233e-05,0.000754593968077,36.6666666667,0.000664042691908,10,0,6,36,40,56.7301369863,0.000217258797472
401,KNQCUuvffhE,0,24,0,37,0.00521134916039,0.0781702374059,0.555555555556,0.002895193978,2,0,10,4,30,0.833092137,0.0023161551824
402,KPKeq2j8n-k,0,10,0,1384,0.0,0.356560415122,1.0,0.00296515937732,3,0,12,179,45,0.668152550768,0.131851851852
403,KSHe2Yy0faw,0,23,0,577,0.000305926900787,0.000819653205883,15.1886792453,0.00464662556856,219,0,4,106407,38,76.9631274989,0.615818785168
404,KVZqtrP1qZ0,0,23,1,319,0.000333560110173,0.00130121468721,10.4752475248,0.00349412471846,335,0,7,234012,79,139.023875115,0.773452513819
405,KVjq-xzostI,0,26,1,976,0.00059456531977,0.00224875200151,11.9504950495,0.00710534991052,193,0,8,162402,71,120.991452991,0.956097388684
406,K_3GkL243yA,0,23,0,36,0.00069905627403,0.0302924385413,3.66666666667,0.00256320633811,13,0,7,41,45,2.95049845308,0.00477521546704
407,Kd_mGfbIor0,0,10,1,2097,0.00165892501659,0.167551426676,8.0,0.0132714001327,125,0,6,1760,72,2.0629705681,0.586538461538
408,Kdjcq4xiG0Q,0,43,0,71,0.000358493025681,0.00509223047843,18.2727272727,0.00655064528745,12069,0,11,41473,34,92.8411497731,0.338026218235
409,KvGpZx1lYyo,0,10,0,52,0.000193348801237,0.0469837587007,6.0,0.00116009280742,81,0,6,21,82,5.60954446855,0.0020295737895
410,KxvEqVNVjAo,0,10,0,161,4.9587924348e-05,0.00387777568407,21.2,0.00105126399619,12,0,1,231,29,29.2943056363,0.00229071220325
411,KyFM8mQxzbo,0,25,0,1206,0.000237868696479,0.120837297812,46.0,0.0109419600381,167,0,11,323,58,1.34356024289,0.0770511296076
412,L4QdbrKdPtQ,0,10,1,157,0.000932781437649,0.023028041742,36.5625,0.0341048213141,159,0,6,105947,50,11.7728208648,6.28577254719
413,L54WSH00ILw,0,23,0,5,0.0018691588785,0.538317757009,2.0,0.00373831775701,2,0,6,0,26,0.182220708447,0.0
414,L9l8kwEg_p0,0,24,0,45,7.5816448378e-05,0.00538296783487,23.25,0.0017627324248,92,0,2,4652,34,19.5838901262,0.0883209745763
415,L9nm2hlHa3M,0,28,0,79,0.00180342651037,0.0635707844905,2.5,0.00450856627592,9,0,9,3,56,1.27912341407,0.00135256988278
416,L9zS_kw7Tdg,0,22,0,1,0.00184501845018,0.234932349323,1.33333333333,0.00246002460025,13,0,10,51,25,1.19823139278,0.0313653136531
417,LDM-Duollwg,0,23,1,404,0.00186234189493,0.0377900209513,7.33333333333,0.0136571738962,17,0,11,336,54,9.8449197861,0.0260525703652
418,LEu-p8kVVUk,0,1,1,84,0.000443291521639,0.00462993367045,7.7037037037,0.00341498653707,54,0,10,6161,28,35.5771028037,0.101018884641
419,LF4gR16IDu4,0,24,0,32,0.0,0.163029525032,1.0,0.00256739409499,13,0,2,16,29,0.256503128087,0.0205391527599
420,LFQaBZ_QECU,0,10,1,311,0.0,0.144115057235,1.0,0.002054593484,3,0,2,3,33,1.754376931,0.000880540064572
421,LHiLE7S4NAU,0,23,0,7,0.00153124228204,0.00839713509509,5.25806451613,0.00805137070882,25,0,9,3793,21,6.3206369029,0.187345648523
422,LNWdz9gRMbM,0,10,0,136,0.000117841150129,0.0223898185246,42.0,0.00494932830544,13,0,8,492,36,7.96060037523,0.0289633248955
423,LTZoxcEJJHg,0,24,0,22,0.000280898876404,0.0251404494382,6.0,0.00168539325843,4,0,12,12,51,2.98032649644,0.0016849199663
424,LYtxz1dqZW0,0,15,1,529,5.442769281e-05,0.00435421542481,28.5,0.00155118924509,45,0,8,75,22,20.737020316,0.00203367770276
425,LhsGtsU0isI,0,24,0,130,0.00166666666667,0.201666666667,0.0,0.0,20,0,9,4,69,0.569530137636,0.00333333333333
426,LjKrhZ33mMQ,0,1,0,239,0.000136329553975,0.00633932425984,14.6666666667,0.00199950012497,9,0,7,7,58,15.1762068966,0.000158960850213
427,Ljo85oPklNY,0,17,0,218,0.000494864446303,0.00056962813963,9.67625899281,0.00478843654877,948,0,2,18656,44,104.651639344,0.0664872504103
428,LmvCHAaKGyk,0,25,0,414,0.000188286488352,0.00411092166236,17.6111111111,0.00331593426709,1,0,9,13,44,29.9027213012,0.000135984686032
429,LrOW9hpumRA,0,10,0,122,0.00692840646651,1.23787528868,2.33333333333,0.0161662817552,26,0,3,17,50,0.226346053319,0.0415704387991
430,Lyk-oVj-fzE,0,2,1,4288,0.000110770009811,0.00769060353831,11.8571428571,0.00131341583062,142,0,12,3528,96,38.3458737864,0.0558542602315
431,LzOgvgKgJ1Q,0,23,0,18,0.0,0.297619047619,1.0,0.0,12,0,11,1,37,0.206692913386,0.00238095238095
432,M0pvQBkdZe4,0,10,0,70,0.00242040588345,0.017594488922,5.61538461538,0.0135915099609,94,0,7,7848,70,11.8369146006,0.365062371998
433,M5nt96UfJw0,0,20,0,32,0.000126310471138,0.0170098101133,44.6666666667,0.00564186771083,21,0,1,34,36,11.9351758794,0.00143091620723
434,MBnYUGeYEHo,0,10,0,69,0.0,0.144652331751,1.0,0.00251326445127,26,0,7,270,40,2.51828410689,0.0765149399609
435,MF2Klpd5u3k,0,24,0,123,0.00152827305145,0.0820173204279,0.666666666667,0.00101884870097,12,0,11,30,30,1.16636957813,0.0152827305145
436,ML-a3SII4LI,0,23,0,53,0.000567966679288,0.0304808784551,8.33333333333,0.00473305566073,47,0,4,65,40,2.02065799541,0.0121143289797
437,MROIA4SuU_I,0,24,1,2098,0.000412119613596,0.006577429033,9.0,0.00370907652237,217,0,3,6217,64,31.6442357851,0.103227720814
438,MTSaNuXVPoY,0,23,0,38,0.0,0.878612716763,1.0,0.0173410404624,2,0,4,3,34,0.0770601336303,0.0173410404624
439,MWoNjr8gUNQ,0,10,1,202,0.00187869028449,0.0401234567901,6.85714285714,0.0128824476651,66,0,11,976,51,5.65402124431,0.130971551261
440,MaQmm9IDPV4,0,10,0,132,0.000491948114533,0.00416649933738,5.61224489796,0.00276093329585,21,0,5,14516,59,53.3783494105,0.145664323058
441,MdoNJ0dd9jQ,0,10,0,3173,0.00124875124875,0.0721778221778,4.0,0.004995004995,9,0,6,111,52,1.82165605096,0.0277222777223
442,MjJBWgsy1M4,0,24,1,737,0.00744416873449,0.333746898263,1.66666666667,0.0124069478908,285,0,9,3235,17,0.586181818182,4.00868486352
443,MnfLRGFaz4k,0,26,0,569,0.0004095004095,0.0173917232741,6.35294117647,0.0026015320133,1756,0,11,124651,46,31.569581749,3.00585302406
444,MocGkuocT00,0,10,0,173,0.00295908374846,0.00583301400775,4.43884892086,0.0131349257036,71,0,11,495,44,35.613343442,0.0105377442841
445,MpCPKFcnhHA,0,10,1,498,0.0,0.0851851851852,1.0,0.00529100529101,4,0,6,8,47,2.57844474761,0.00141018861273
446,MpSuo1aF2ms,0,10,0,95,0.00140449438202,0.51404494382,6.0,0.00842696629213,55,0,11,98,26,0.425328554361,0.137640449438
447,MpcPH5xNuEg,0,10,0,1307,0.000498498902182,0.00163552448806,9.57303370787,0.00477214679392,4,0,6,532,82,122.117647059,0.00297783972281
448,MvtHdUds1ys,0,23,1,2892,0.00153571576807,0.0109575395343,30.0810810811,0.0461959905367,293,0,8,94527,40,13.66591038,3.92464417611
449,Mw17pxG8iTE,0,10,1,2167,0.00191675794085,0.142387732749,28.0,0.0536692223439,10,0,10,62,36,2.72537313433,0.0169723514919
450,Mwn4DuZmZ7I,0,10,1,187,0.00296433534044,0.0171375636869,5.09375,0.0150995831403,15,0,10,10235,85,16.245297216,0.47602739726
451,N0nVhoC7qa8,0,10,1,142,0.0,0.053986013986,1.0,0.00405594405594,98,0,3,1737,64,3.10599478714,0.242589485459
452,N2M9kfJc_kw,0,25,0,458,0.0019955866833,0.00775208673127,0.326923076923,0.00065240333877,24,0,7,27,15,15.922700886,0.00051807506332
453,N2tqXxUUcFc,0,10,1,697,8.9910171564e-05,0.0014058681372,59.6060606061,0.0053591911354,128,0,7,44191,60,204.13403782,0.120242433479
454,N50zLGCzk5w,0,10,1,174,0.000197589409207,0.0135019429625,14.6666666667,0.00289797800171,304,0,1,2663,58,12.8614993647,0.0878556375132
455,N6s4FkIcHHU,0,24,0,325,0.000541596377519,0.000652579241765,7.66393442623,0.00415075912279,15,0,1,488,50,83.2446415373,0.00216634704169
456,N6w2oJckwV8,0,29,1,329,0.000483909992741,0.0708928139366,8.0,0.00387127994193,31,0,3,6518,26,2.14367219917,1.57167029248
457,N75ZPcaVYZQ,0,24,0,404,0.00101680912586,0.00838867528836,1.953125,0.00198595532395,4,0,8,215,58,45.216954023,0.0033999555146
458,NBpucBIVjL8,0,10,1,211,0.000124414216397,0.0161738481317,9.66666666667,0.00120267075851,1571,0,9,16668,45,11.4823809524,0.69135392909
459,NBu38WUgXgg,0,10,1,3630,0.00128564213233,0.00936682124983,3.78571428571,0.00486707378668,170,0,6,10728,33,29.7324232082,0.246562134117
460,NGP5eV16m3Y,0,15,0,152,0.000229557871539,0.00592259308572,8.8,0.00202010926955,20,0,3,0,31,7.18370712401,0.0
461,NQwU3pJrj_8,0,10,1,516,0.000228571428571,0.111542857143,120.0,0.0274285714286,129,0,10,8868,68,3.25520833333,2.03883051622
462,NRL7NN3V5y8,0,10,0,87,0.00155284983236,0.00148226574907,3.96103896104,0.00615089868663,112,0,10,4201,43,81.0249183007,0.0211596731015
463,NTozmovnLX0,0,10,0,207,0.000423549343498,0.169843286743,6.0,0.00254129606099,26,0,11,54,52,0.848060344828,0.0228716645489
464,N_DrnHnAVf8,0,10,1,666,0.000127012351951,0.00205336635654,38.5416666667,0.00489526773145,58,0,6,7665,42,85.8119891008,0.0405522686621
465,N_HovTy0biM,0,20,1,38,0.00131353363363,0.00161339739119,0.764267990074,0.00100389171007,75,0,6,272,53,207.301351351,0.00088655082837
466,Ncpgt1quYM8,0,10,0,1220,0.0,0.170596393897,1.0,0.00231160425335,8,0,11,98,60,1.29443447038,0.0453074433657
467,NiEZjg5zQ0M,0,24,1,2655,0.000293416980459,0.00279444743295,31.9047619048,0.00936139890038,164,0,2,46121,40,90.7679137603,0.32205331694
468,NmrEpJgpqAo,0,20,1,11,0.0,0.184948979592,1.0,0.00892857142857,419,0,8,11669,72,0.562410329986,14.8271918679
469,Nn3TwL18xnI,0,24,0,294,0.000201310063954,0.0132709788315,10.2307692308,0.00205955680815,11,0,7,221,26,19.8759618344,0.00342227108723
470,NozlAuzOWVo,0,23,0,142,0.0,2.98757763975,1.0,0.0372670807453,1,0,11,2,59,0.123750960799,0.0124223602484
471,NqspZ4Ncj6c,0,25,0,205,0.000792393026941,0.309033280507,1.0,0.000792393026941,54,0,3,1824,21,0.654564315353,1.45483359746
472,O-JSZoib55g,0,24,1,4925,0.00615519894482,0.0361984318898,0.452380952381,0.00278449476075,281,0,5,2359,73,9.17753866846,0.172845838218
473,O1OPHazzWfI,0,10,0,68,0.0010771219302,0.0224041361482,1.7,0.00183110728134,0,0,7,0,30,13.0576652602,0.0
474,O3UmIipfE34,0,15,1,1656,0.00135712564722,0.00189800905734,17.2934782609,0.0234694228774,181,0,8,295444,75,95.1665886757,1.45156216206
475,O7pdf0PqzhE,0,24,1,1303,0.000465175286505,0.0227513003764,8.27272727273,0.00384826827927,175,0,10,28173,97,13.8286549708,1.19300693387
476,O9-9lLP_SkY,0,10,1,338,0.0,0.470817120623,1.0,0.0142671854734,63,0,5,596,34,0.41384863124,0.773022049287
477,OD66UFs8TEs,0,20,0,73,0.000409668168783,0.251536255633,50.0,0.0204834084392,193,0,6,51,37,0.951286048324,0.0208930766079
478,OFNNXN4KvBM,1,25,1,605,0.00162342285893,0.0182848679901,10.0,0.0162342285893,25495,0,9,2963695,44,20.0062678063,84.8851772747
479,OGcpPAtXZe0,0,25,0,193,0.0,0.0516224188791,1.0,0.00265486725664,19515,0,3,41562,26,5.28311688312,4.1287975617
480,OJWRSg0Kj4Y,0,10,0,2742,0.000119159528128,0.00636841478108,16.4444444444,0.00195951224033,12,0,7,162,60,34.838099631,0.00214470113193
481,OKIgPCjWj3o,0,10,1,910,0.0394951651388,0.0310184603793,0.658187599364,0.0259952279292,80,0,11,8719,54,12.111026616,0.547372386513
482,OLLcQu_DYgY,0,22,0,1,0.00293542074364,0.390410958904,1.33333333333,0.00391389432485,32,0,10,50,84,0.597311513735,0.0489236790607
483,OM430wb3iYk,1,25,0,604,0.000514355185635,0.0225381090433,32.9090909091,0.0169269615636,25495,0,11,2963694,36,10.4068126521,139.377817264
484,OTbLeE0ldQY,0,10,1,1118,0.000158654608916,0.0782167221958,27.0,0.00428367444074,61,0,8,612,70,2.93709226468,0.0970966206568
485,OU5HllZboik,0,19,0,301,0.000328479141574,0.00545640351838,4.33333333333,0.00142340961349,291,0,4,8136,43,28.9018987342,0.148107595168
486,OUZZGQs9Kb0,0,24,0,156,0.0,0.0365556458164,1.0,0.00731112916328,84,0,6,156,60,0.481800391389,0.125811688312
487,OZlKxPSfaVU,0,24,0,3,0.0,0.171929824561,1.0,0.00210526315789,6,0,5,33,23,0.953815261044,0.0115789473684
488,OdlRf56K4fE,0,23,0,171,6.6622251832e-05,0.0335109926716,21.0,0.00139906728847,5,0,8,4,20,5.99201596806,0.000266081287833
489,OeXmWiPPUwY,0,24,0,78,0.0,0.916666666667,1.0,0.0,2,0,8,1,40,0.0721153846154,0.00555555555556
490,OiHA6Gp8QIY,0,10,0,195,0.000261547313909,0.0104880472878,4.5,0.00117696291259,70,0,5,1160,63,14.7907156673,0.0303331415721
491,OkNQdbyIPjk,0,23,0,33,0.0,0.336082474227,1.0,0.0103092783505,20,0,2,30,15,0.303694427051,0.0618556701031
492,Omls_iER8Pw,0,26,0,414,0.000686813186813,0.524038461538,27.0,0.018543956044,8,0,3,445,25,0.750902527076,0.304318026045
493,OoAl0r5Xgkc,0,23,1,93,0.000142755174875,0.0177016416845,39.0,0.00556745182013,18,0,8,310,26,3.29027712541,0.0443841872413
494,OupFvCUx26I,0,10,1,71,6.4283877603e-05,0.0128567755207,40.5,0.00260349704294,256,0,6,175,84,14.2519468621,0.00562447772707
495,Ov357lyEsJA,0,10,0,412,0.00412881915772,0.396366639141,4.2,0.0173410404624,31,0,11,138,44,0.720833333333,0.113861386139
496,OyUEY1Eropw,0,10,0,23,0.00185070943862,0.252930289944,0.333333333333,0.000616903146206,2,0,3,3,62,0.704476314646,0.00185070943862
497,P-Kl0Gr1VYQ,0,24,1,2849,0.00130804447351,0.164486592544,5.5,0.00719424460432,11,0,7,247,21,1.70267260579,0.0807453416149
498,P-Lfodb1uUw,0,1,0,83,0.00117951600263,0.00393435874702,4.57718120805,0.00539885848183,2,0,8,34,26,71.1678873239,0.000276371791126
499,P6EcLdfxBJI,0,28,0,714,0.000914076782449,0.118829981718,2.0,0.0018281535649,52,0,3,462,33,0.69814932993,0.426873857404
500,P6V8YrytUr0,0,24,1,67,0.000146310595447,0.00143750160027,12.05,0.00176304267514,0,0,10,0,31,201.764575646,0.0
501,PGX289yjew8,0,24,1,52,0.000188661447033,0.00433921328176,6.33333333333,0.00119485583121,15,0,11,38,26,24.1297420334,0.00118063754427
502,PHt_jmj6xzk,0,20,1,156,6.1294227616e-05,0.00822875005746,54.0,0.00330988829127,64,0,3,76,34,41.1323251418,0.00116426919129
503,PRVC16vcc6g,0,23,0,42,0.000453411924733,0.0131489458173,4.5,0.0020403536613,10,0,3,1,44,1.45769993391,0.000226039783001
504,PVbp2Z7JDPY,0,24,0,70,0.000365296803652,0.0458447488584,6.5,0.00237442922374,18,0,8,14,48,1.90766550523,0.00254869834335
505,PWfVMgU-4mY,0,22,0,124,0.00289855072464,0.440579710145,7.0,0.0202898550725,11,0,9,5,37,0.19669327252,0.0144927536232
506,PamAkMg-M7I,0,24,1,72,0.00138774671053,0.0123355263158,6.18518518519,0.00858347039474,388,0,4,4677475,43,12.6173800259,244.47802226
507,PbvqzC4dHo8,0,10,0,1291,0.000134100901349,0.00356325252158,39.8571428571,0.00534487878236,104,0,5,2483,51,46.8577199282,0.023944940974
508,PcfyFsKqkbo,0,24,0,98,0.000141522785168,0.00880979337673,10.0,0.00141522785168,218,0,3,4120,30,12.326210205,0.146561482949
509,PcutXqRf9FQ,0,10,0,329,0.0,0.136379133992,1.0,0.00272758267985,3,0,11,0,28,1.73653049142,0.0
510,PrAl8x7ib2c,0,10,1,436,0.00234741784038,0.206181533646,9.33333333333,0.0219092331768,125,0,8,1835,78,1.82181040627,0.719092331768
511,Ps346xjfB6k,0,10,1,188,0.000491443108233,0.0110574699352,9.47058823529,0.00465425531915,24,0,10,128,76,51.2853965901,0.00186456601865
512,Ptuc7s9moOU,0,24,0,878,0.000534988230258,0.0429060560668,14.8,0.00791782580783,50,0,6,424,39,6.41015089163,0.0455761206804
513,PvAQSbWiuYc,0,10,1,1702,0.0,0.113840623128,1.0,0.00718993409227,41,0,4,61,20,1.76800847458,0.0179640718563
514,Px_meNmC990,0,15,0,70,0.000448296473401,0.00948894202032,2.5,0.0011207411835,16,0,5,50,32,3.64289602613,0.00373524577917
515,Pz9sqLP_IhI,0,26,0,124,0.00134246207545,0.0436971405558,2.8,0.00375889381125,217,0,7,19954,69,8.28126737076,1.33874756695
516,Q6XZVgSLLh0,1,25,1,726,0.000568084985513,0.0247401011191,55.15,0.0313298869511,25495,0,6,2963716,43,23.9659632403,84.6227288213
517,QBf-SeuUJj4,0,10,1,235,0.000193339455749,0.0201556382619,54.5,0.0105370003383,15,0,10,265,41,15.5439519159,0.0128985507246
518,QI-WY1cz0hg,0,23,0,35,0.0151300236407,0.00614657210402,0.15625,0.00236406619385,13,0,1,0,24,0.78304331729,0.0
519,QID2-0XJrig,0,10,0,465,0.00241589492245,0.00562320369882,3.66666666667,0.00885828138234,77,0,1,1820,41,30.7790598291,0.0252697055107
520,QOyC4KCDMlY,0,10,1,213,0.0,0.610044313146,1.0,0.0147710487445,87,0,7,1142,67,0.373002754821,1.67304860088
521,QP1mrnxN-6A,0,17,1,1349,0.00104693770721,0.0727621706508,2.66666666667,0.00279183388588,12,0,6,71,47,3.11806311208,0.0123844409559
522,QPqII5bS8Xc,0,23,0,321,0.000813669650122,0.0305126118796,5.25,0.00427176566314,2,0,12,3,36,2.07864693446,0.000610252237591
523,QSfQqIJt-tM,0,20,0,59,0.0005,0.1345,9.0,0.0045,2,0,1,6,41,0.735564545789,0.003
524,Qb5tX50-4x8,0,10,1,770,0.000118313441885,0.00452548915214,95.0,0.0112397769792,111,0,8,132944,85,95.7070063694,0.982974539433
525,QbCramEN3GQ,0,23,1,275,0.00372786579683,0.0444237340789,4.58333333333,0.0170860515688,118,0,12,7590,33,1.35651074589,2.35694315005
526,Qcg6ePSXwbI,0,23,1,431,0.000711578198338,0.00223052396787,50.7115384615,0.0360852251734,166,0,9,119798,45,42.1922632794,1.63887254567
527,QfisvScFUhU,0,24,0,428,0.000134607618791,0.0146318481626,11.9,0.00160183066362,22,0,2,25,63,27.7615844544,0.000336455641688
528,Qfn2tA3MeV4,0,23,0,160,0.0,0.189621537261,1.0,0.000780335544284,190,0,5,197,66,0.978991596639,0.076863051112
529,QgrP3XUfJFM,0,23,0,202,0.00276243093923,0.203038674033,3.0,0.00828729281768,114,0,11,50,28,0.3516270034,0.0690607734807
530,QhGnGRO2gr0,0,25,0,390,0.000224445299474,0.0155187892779,6.57142857143,0.00147492625369,16,0,9,491,58,9.75844806008,0.0157412156963
531,QhY4a81Ehrw,0,10,0,1537,0.0,0.227508650519,1.0,0.00259515570934,1,0,2,1,54,0.997842037117,0.000432338953739
532,QkDf4oFh7mk,0,23,0,215,0.0036231884058,0.263043478261,0.3,0.00108695652174,28,0,3,96,59,0.815121086828,0.0351449275362
533,Qko0IhEZ4lY,0,10,0,372,0.0,0.475124378109,1.0,0.0223880597015,21,0,9,44,46,0.579668348955,0.0547263681592
534,QnZ5hvjmxew,0,10,1,108,0.000381267077587,0.0238291923492,18.6666666667,0.00711698544831,27,0,12,78,33,9.56656534954,0.00495615707205
535,QpAGDikVNfI,0,23,0,257,0.000367376928728,0.109110947832,8.0,0.00293901542983,24,0,3,26,75,1.75273663876,0.00953079178886
536,Qri_ciUqjFs,0,24,1,612,0.000376538740043,0.021868211441,8.0,0.00301230992035,290,0,8,3788,66,24.5554765292,0.109592610823
537,QszLFwzXWK0,0,24,1,806,0.000516380744735,0.0226060014918,6.33333333333,0.00327041138333,157,0,7,485,81,12.1287404315,0.0278271845774
538,Qw4fRvFhuh4,0,10,0,1646,0.000257856567284,0.00241740531829,8.8,0.0022691377921,12,0,1,73,52,50.3489126907,0.000470585201706
539,R0h1Kj5XCqM,0,10,0,37,0.0,0.147829487681,1.0,0.00430191630817,66,0,10,83,29,0.907703230387,0.0324092151503
540,RA8bTaPErjY,0,10,1,123,0.0,0.187647336162,1.0,0.003771805752,20,0,5,129,42,1.13240790176,0.0607630711258
541,RIIT_cNIbJk,0,10,1,548,0.000484466783746,0.030521407376,14.0,0.00678253497245,929,0,8,19667,49,11.637068358,1.1921423815
542,RLDmg4BPCV8,0,24,1,1424,0.000239576725289,0.00169728299748,56.3802816901,0.0135074032582,1027,0,5,14089320,32,199.030221625,47.5672903874
543,RN4EpcOA_rE,0,10,1,250,0.00210378681627,0.274894810659,14.3333333333,0.0301542776999,59,0,6,482,47,0.982093663912,0.338472319552
544,ROAcU15ONXc,0,20,0,98,0.0,4.86138613861,1.0,0.029702970297,4,0,3,2,44,0.0442788250767,0.019801980198
545,ROFI2zxAHx0,0,23,0,73,0.000251952632905,0.0629881582263,22.0,0.00554295792391,1,0,2,3,32,1.48429319372,0.000755857898715
546,RSswLCKhoEk,0,10,0,198,0.0019429083844,0.0804065162158,32.6923076923,0.0635181587207,10,0,9,6560,22,3.19227099237,0.979680262961
547,RTADvvtyWAY,0,10,0,895,0.0,0.107929515419,1.0,0.00352422907489,402,0,10,674,17,1.8683127572,0.148678414097
548,RcVBYDnq9To,0,23,0,446,0.00322747224374,0.0207849212497,2.8,0.00903692228247,26,0,7,8792,30,4.2842920354,1.13498196806
549,RcrWzUUUQuE,0,23,0,60,0.00109669164687,0.0493511241089,9.66666666667,0.0106013525864,8,0,7,8924,27,2.15648403626,1.63096326083
550,Rf-JHqjT29E,0,10,0,148,0.000158437713607,0.000900831571656,36.7857142857,0.00582824446487,37,0,6,1536,30,301.579522184,0.00342512794382
551,RfR4Xomdseg,0,23,0,148,0.000923574232278,0.0671900253983,0.25,0.000230893558069,1,0,12,2,16,1.24525589419,0.000461680517082
552,RfemGw7Zltg,0,10,0,133,0.000583090379008,0.219241982507,9.0,0.00524781341108,5,0,8,8,56,1.21287128713,0.0046511627907
553,Rp8-iwuF4R8,0,22,0,4821,0.00280112044818,1.09243697479,1.0,0.00280112044818,176,0,11,112,49,0.128094725511,0.313725490196
